<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;share_price;<VOL>
PLZL;D;20180302;0;4720.0000000;4802.0000000;4690.0000000;4760.0000000;32849
PLZL;D;20180305;0;4720.0000000;4781.0000000;4701.0000000;4708.0000000;15490
PLZL;D;20180306;0;4711.0000000;4744.0000000;4630.0000000;4703.0000000;33973
PLZL;D;20180307;0;4670.0000000;4708.0000000;4581.0000000;4677.0000000;53202
PLZL;D;20180309;0;4656.0000000;4745.0000000;4656.0000000;4745.0000000;15669
PLZL;D;20180312;0;4744.0000000;4829.0000000;4729.0000000;4829.0000000;27015
PLZL;D;20180313;0;4802.0000000;4930.0000000;4781.0000000;4930.0000000;44761
PLZL;D;20180314;0;4920.0000000;4950.0000000;4835.0000000;4879.0000000;36429
PLZL;D;20180315;0;4860.0000000;4903.0000000;4769.0000000;4838.0000000;34243
PLZL;D;20180316;0;4849.0000000;4850.0000000;4767.0000000;4780.0000000;93543
PLZL;D;20180319;0;4777.0000000;4795.0000000;4701.0000000;4708.0000000;29730
PLZL;D;20180320;0;4725.0000000;4725.0000000;4642.0000000;4680.0000000;28747
PLZL;D;20180321;0;4666.0000000;4695.0000000;4550.0000000;4575.0000000;53566
PLZL;D;20180322;0;4598.0000000;4599.0000000;4455.0000000;4465.0000000;37500
PLZL;D;20180323;0;4462.0000000;4499.0000000;4388.0000000;4447.0000000;35885
PLZL;D;20180326;0;4444.0000000;4445.0000000;4393.0000000;4393.0000000;31434
PLZL;D;20180327;0;4403.0000000;4464.0000000;4330.0000000;4330.0000000;39054
PLZL;D;20180328;0;4329.0000000;4545.0000000;4328.0000000;4545.0000000;53255
PLZL;D;20180329;0;4535.0000000;4546.0000000;4454.0000000;4461.0000000;50411
PLZL;D;20180330;0;4479.0000000;4523.0000000;4469.0000000;4520.0000000;19829
PLZL;D;20180402;0;4539.0000000;4545.0000000;4387.0000000;4387.0000000;15547
PLZL;D;20180403;0;4408.0000000;4514.0000000;4404.0000000;4514.0000000;21916
PLZL;D;20180404;0;4514.0000000;4526.0000000;4471.0000000;4475.0000000;39389
PLZL;D;20180405;0;4515.0000000;4557.0000000;4483.0000000;4497.0000000;57712
PLZL;D;20180406;0;4512.0000000;4525.0000000;4325.0000000;4359.0000000;78146
PLZL;D;20180409;0;4380.0000000;4394.0000000;3208.0000000;3561.0000000;353551
PLZL;D;20180410;0;3500.0000000;3716.0000000;3334.0000000;3677.0000000;185506
PLZL;D;20180411;0;3700.0000000;3876.0000000;3582.0000000;3585.0000000;124723
PLZL;D;20180412;0;3666.0000000;3703.0000000;3551.0000000;3599.0000000;250563
PLZL;D;20180413;0;3615.0000000;3645.0000000;3514.0000000;3550.0000000;89099
PLZL;D;20180416;0;3507.0000000;3656.0000000;3435.0000000;3541.0000000;69321
PLZL;D;20180417;0;3570.0000000;3668.0000000;3570.0000000;3657.0000000;85994
PLZL;D;20180418;0;3652.0000000;3900.0000000;3642.0000000;3718.0000000;287360
PLZL;D;20180419;0;3768.0000000;3812.0000000;3727.0000000;3775.0000000;83187
PLZL;D;20180420;0;3768.0000000;3799.0000000;3751.0000000;3790.0000000;32808
PLZL;D;20180423;0;3801.0000000;3900.0000000;3709.0000000;3900.0000000;94138
PLZL;D;20180424;0;3880.0000000;4020.0000000;3840.0000000;3906.0000000;91669
PLZL;D;20180425;0;3880.0000000;3949.0000000;3806.0000000;3947.0000000;40916
PLZL;D;20180426;0;3950.0000000;3999.0000000;3905.0000000;3920.0000000;38514
PLZL;D;20180427;0;3938.0000000;3999.0000000;3929.0000000;3937.0000000;27708
PLZL;D;20180428;0;3937.0000000;3961.0000000;3911.0000000;3946.0000000;4601
PLZL;D;20180430;0;3952.0000000;4020.0000000;3929.0000000;3995.0000000;21491
PLZL;D;20180502;0;3970.0000000;3989.0000000;3850.0000000;3850.0000000;55294
PLZL;D;20180503;0;3879.0000000;3942.0000000;3850.0000000;3863.0000000;48376
PLZL;D;20180504;0;3880.0000000;3969.0000000;3875.0000000;3955.0000000;30711
PLZL;D;20180507;0;3973.0000000;4038.0000000;3969.0000000;3976.0000000;34623
PLZL;D;20180508;0;3959.0000000;3960.0000000;3890.0000000;3940.0000000;43824
PLZL;D;20180510;0;3945.0000000;3979.0000000;3862.0000000;3920.0000000;47647
PLZL;D;20180511;0;3935.0000000;3939.0000000;3857.0000000;3868.0000000;60732
PLZL;D;20180514;0;3872.0000000;3885.0000000;3810.0000000;3885.0000000;45530
PLZL;D;20180515;0;3849.0000000;3868.0000000;3737.0000000;3737.0000000;59619
PLZL;D;20180516;0;3749.0000000;3811.0000000;3705.0000000;3710.0000000;43225
PLZL;D;20180517;0;3723.0000000;3760.0000000;3685.0000000;3688.0000000;68971
PLZL;D;20180518;0;3701.0000000;3760.0000000;3696.0000000;3730.0000000;32989
PLZL;D;20180521;0;3745.0000000;3789.0000000;3721.0000000;3739.0000000;59354
PLZL;D;20180522;0;3763.0000000;3775.0000000;3703.0000000;3738.0000000;81158
PLZL;D;20180523;0;3751.0000000;3796.0000000;3701.0000000;3712.0000000;76927
PLZL;D;20180524;0;3725.0000000;3757.0000000;3715.0000000;3737.0000000;38033
PLZL;D;20180525;0;3773.0000000;3773.0000000;3721.0000000;3728.0000000;37473
PLZL;D;20180528;0;3739.0000000;3796.0000000;3734.0000000;3785.0000000;13618
PLZL;D;20180529;0;3787.0000000;3820.0000000;3731.0000000;3755.0000000;67141
PLZL;D;20180530;0;3755.0000000;3799.0000000;3725.0000000;3725.0000000;57237
PLZL;D;20180531;0;3741.0000000;3822.0000000;3721.0000000;3750.0000000;129324
PLZL;D;20180601;0;3766.0000000;3861.0000000;3763.0000000;3800.0000000;93332
PLZL;D;20180604;0;3808.0000000;3949.0000000;3808.0000000;3940.0000000;70760
PLZL;D;20180605;0;3941.0000000;3955.0000000;3919.0000000;3940.0000000;44235
PLZL;D;20180606;0;3940.0000000;3947.0000000;3910.0000000;3911.0000000;54512
PLZL;D;20180607;0;3935.0000000;3993.0000000;3909.0000000;3941.0000000;92334
PLZL;D;20180608;0;3835.0000000;3912.0000000;3785.0000000;3785.0000000;112369
PLZL;D;20180609;0;3825.0000000;3834.0000000;3800.0000000;3810.0000000;6567
PLZL;D;20180611;0;3807.0000000;3888.0000000;3790.0000000;3830.0000000;21274
PLZL;D;20180613;0;3847.0000000;3880.0000000;3833.0000000;3845.0000000;33018
PLZL;D;20180614;0;3829.0000000;3931.0000000;3817.0000000;3903.0000000;35223
PLZL;D;20180615;0;3870.0000000;3979.0000000;3870.0000000;3979.0000000;77559
PLZL;D;20180618;0;3951.0000000;3978.0000000;3870.0000000;3870.0000000;52289
PLZL;D;20180619;0;3858.0000000;3929.0000000;3822.0000000;3890.0000000;51622
PLZL;D;20180620;0;3906.0000000;3959.0000000;3877.0000000;3943.0000000;43971
PLZL;D;20180621;0;3958.0000000;3958.0000000;3806.0000000;3806.0000000;60607
PLZL;D;20180622;0;3822.0000000;3940.0000000;3806.0000000;3873.0000000;41142
PLZL;D;20180625;0;3889.0000000;3909.0000000;3862.0000000;3890.0000000;21786
PLZL;D;20180626;0;3899.0000000;3949.0000000;3860.0000000;3894.0000000;37120
PLZL;D;20180627;0;3910.0000000;3940.0000000;3870.0000000;3880.0000000;29959
PLZL;D;20180628;0;3871.0000000;4175.0000000;3871.0000000;4108.0000000;141990
PLZL;D;20180629;0;4145.0000000;4206.0000000;4012.0000000;4206.0000000;60673
PLZL;D;20180702;0;4186.0000000;4200.0000000;4129.0000000;4170.0000000;33793
PLZL;D;20180703;0;4170.0000000;4182.0000000;4079.0000000;4123.0000000;31824
PLZL;D;20180704;0;4106.0000000;4157.0000000;4103.0000000;4131.0000000;13586
PLZL;D;20180705;0;4114.0000000;4192.0000000;4106.0000000;4192.0000000;26432
PLZL;D;20180706;0;4175.0000000;4201.0000000;4151.0000000;4186.0000000;26183
PLZL;D;20180709;0;4196.0000000;4280.0000000;4190.0000000;4276.0000000;26163
PLZL;D;20180710;0;4259.0000000;4320.0000000;4214.0000000;4220.0000000;50496
PLZL;D;20180711;0;4207.0000000;4274.0000000;4187.0000000;4226.0000000;32772
PLZL;D;20180712;0;4210.0000000;4227.0000000;4102.0000000;4179.0000000;28455
PLZL;D;20180713;0;4179.0000000;4260.0000000;4158.0000000;4260.0000000;31337
PLZL;D;20180716;0;4258.0000000;4295.0000000;4144.0000000;4200.0000000;18812
PLZL;D;20180717;0;4183.0000000;4187.0000000;4020.0000000;4137.0000000;18500
PLZL;D;20180718;0;4157.0000000;4239.0000000;4131.0000000;4189.0000000;25501
PLZL;D;20180719;0;4203.0000000;4220.0000000;4120.0000000;4149.0000000;17211
PLZL;D;20180720;0;4136.0000000;4181.0000000;4077.0000000;4077.0000000;24838
PLZL;D;20180723;0;4093.0000000;4166.0000000;4089.0000000;4142.0000000;17738
PLZL;D;20180724;0;4196.0000000;4300.0000000;4141.0000000;4292.0000000;29355
PLZL;D;20180725;0;4225.0000000;4390.0000000;4183.0000000;4361.0000000;38121
PLZL;D;20180726;0;4392.0000000;4437.0000000;4345.0000000;4437.0000000;29327
PLZL;D;20180727;0;4425.0000000;4499.0000000;4387.0000000;4478.0000000;42295
PLZL;D;20180730;0;4402.0000000;4453.0000000;4334.0000000;4416.0000000;19494
PLZL;D;20180731;0;4395.0000000;4469.0000000;4288.0000000;4469.0000000;31505
PLZL;D;20180801;0;4448.0000000;4448.0000000;4348.0000000;4355.0000000;24962
PLZL;D;20180802;0;4380.0000000;4470.0000000;4354.0000000;4442.0000000;60635
PLZL;D;20180803;0;4440.0000000;4478.0000000;4211.0000000;4359.0000000;82975
PLZL;D;20180806;0;4358.0000000;4425.0000000;4305.0000000;4425.0000000;15187
PLZL;D;20180807;0;4423.0000000;4485.0000000;4398.0000000;4480.0000000;27535
PLZL;D;20180808;0;4459.0000000;4490.0000000;4350.0000000;4383.0000000;47928
PLZL;D;20180809;0;4383.0000000;4457.0000000;4350.0000000;4450.0000000;48922
PLZL;D;20180810;0;4197.0000000;4323.0000000;4021.0000000;4214.0000000;118977
PLZL;D;20180813;0;4233.0000000;4247.0000000;4103.0000000;4165.0000000;37272
PLZL;D;20180814;0;4200.0000000;4230.0000000;4130.0000000;4220.0000000;38715
PLZL;D;20180815;0;4236.0000000;4240.0000000;4033.0000000;4146.0000000;51098
PLZL;D;20180816;0;4162.0000000;4199.0000000;4091.0000000;4116.0000000;27176
PLZL;D;20180817;0;4127.0000000;4132.0000000;4006.0000000;4055.0000000;33984
PLZL;D;20180820;0;4098.0000000;4240.0000000;4098.0000000;4208.0000000;25820
PLZL;D;20180821;0;4196.0000000;4246.0000000;4150.0000000;4190.0000000;29081
PLZL;D;20180822;0;4197.0000000;4269.0000000;4167.0000000;4268.0000000;32601
PLZL;D;20180823;0;4268.0000000;4304.0000000;4231.0000000;4255.0000000;45409
PLZL;D;20180824;0;4270.0000000;4397.0000000;4180.0000000;4393.0000000;49703
PLZL;D;20180827;0;4350.0000000;4438.0000000;4306.0000000;4398.0000000;27667
PLZL;D;20180828;0;4399.0000000;4430.0000000;4290.0000000;4337.0000000;45931
PLZL;D;20180829;0;4331.0000000;4368.0000000;4191.0000000;4241.0000000;58934
PLZL;D;20180830;0;4250.0000000;4266.0000000;4113.0000000;4149.0000000;40944
PLZL;D;20180831;0;4155.0000000;4375.0000000;4111.0000000;4373.0000000;116641
PLZL;D;20180903;0;4354.0000000;4408.0000000;4340.0000000;4367.0000000;23236
PLZL;D;20180904;0;4366.0000000;4400.0000000;4266.0000000;4350.0000000;22357
PLZL;D;20180905;0;4291.0000000;4349.0000000;4278.0000000;4289.0000000;37931
PLZL;D;20180906;0;4301.0000000;4425.0000000;4270.0000000;4361.0000000;30884
PLZL;D;20180907;0;4358.0000000;4373.0000000;4266.0000000;4308.0000000;26248
PLZL;D;20180910;0;4310.0000000;4390.0000000;4281.0000000;4336.0000000;22440
PLZL;D;20180911;0;4331.0000000;4370.0000000;4296.0000000;4350.0000000;30211
PLZL;D;20180912;0;4345.0000000;4376.0000000;4150.0000000;4299.0000000;43338
PLZL;D;20180913;0;4300.0000000;4326.0000000;4202.0000000;4233.0000000;45496
PLZL;D;20180914;0;4238.0000000;4240.0000000;4100.0000000;4145.0000000;63460
PLZL;D;20180917;0;4165.0000000;4166.0000000;4054.0000000;4105.0000000;46528
PLZL;D;20180918;0;4121.0000000;4180.0000000;4082.0000000;4110.0000000;44849
PLZL;D;20180919;0;4111.0000000;4132.0000000;4077.0000000;4089.0000000;56591
PLZL;D;20180920;0;4100.0000000;4152.0000000;4075.0000000;4075.0000000;100977
PLZL;D;20180921;0;4077.0000000;4129.0000000;4070.0000000;4122.0000000;115738
PLZL;D;20180924;0;4122.0000000;4165.0000000;4055.0000000;4060.0000000;46921
PLZL;D;20180925;0;4079.0000000;4085.0000000;4053.0000000;4053.0000000;74393
PLZL;D;20180926;0;4066.0000000;4092.0000000;3928.0000000;4048.0000000;66412
PLZL;D;20180927;0;4050.0000000;4094.0000000;4014.0000000;4094.0000000;31906
PLZL;D;20180928;0;4089.0000000;4128.0000000;4033.0000000;4128.0000000;49262
PLZL;D;20181001;0;4108.0000000;4129.0000000;4072.0000000;4090.0000000;22271
PLZL;D;20181002;0;4093.0000000;4157.0000000;4071.0000000;4145.0000000;55379
PLZL;D;20181003;0;4149.0000000;4236.0000000;4149.0000000;4180.0000000;62960
PLZL;D;20181004;0;4167.0000000;4197.0000000;4136.0000000;4170.0000000;44296
PLZL;D;20181005;0;4170.0000000;4194.0000000;4111.0000000;4150.0000000;34975
PLZL;D;20181008;0;4189.0000000;4205.0000000;4152.0000000;4152.0000000;26138
PLZL;D;20181009;0;4142.0000000;4180.0000000;4131.0000000;4140.0000000;17436
PLZL;D;20181010;0;4138.0000000;4180.0000000;4090.0000000;4110.0000000;21278
PLZL;D;20181011;0;4085.0000000;4249.0000000;4060.0000000;4222.0000000;74554
PLZL;D;20181012;0;4240.0000000;4288.0000000;4153.0000000;4240.0000000;63075
PLZL;D;20181015;0;4250.0000000;4250.0000000;4204.0000000;4204.0000000;32608
PLZL;D;20181016;0;4249.0000000;4350.0000000;4234.0000000;4316.0000000;88930
PLZL;D;20181017;0;4219.0000000;4350.0000000;4218.0000000;4350.0000000;56724
PLZL;D;20181018;0;4324.0000000;4350.0000000;4268.0000000;4314.0000000;32690
PLZL;D;20181019;0;4326.0000000;4361.0000000;4270.0000000;4300.0000000;64208
PLZL;D;20181022;0;4300.0000000;4315.0000000;4205.0000000;4213.0000000;37041
PLZL;D;20181023;0;4215.0000000;4329.0000000;4125.0000000;4239.0000000;44028
PLZL;D;20181024;0;4252.0000000;4276.0000000;4165.0000000;4165.0000000;56927
PLZL;D;20181025;0;4134.0000000;4262.0000000;4134.0000000;4180.0000000;66013
PLZL;D;20181026;0;4158.0000000;4187.0000000;4087.0000000;4137.0000000;81338
PLZL;D;20181029;0;4136.0000000;4220.0000000;4112.0000000;4200.0000000;34198
PLZL;D;20181030;0;4170.0000000;4194.0000000;4099.0000000;4099.0000000;50174
PLZL;D;20181031;0;4105.0000000;4152.0000000;4076.0000000;4152.0000000;46251
PLZL;D;20181101;0;4137.0000000;4155.0000000;4111.0000000;4148.5000000;39447
PLZL;D;20181102;0;4150.0000000;4200.5000000;4150.0000000;4185.0000000;31152
PLZL;D;20181106;0;4185.0000000;4233.5000000;4175.0000000;4214.0000000;41528
PLZL;D;20181107;0;4225.5000000;4258.5000000;4152.0000000;4247.0000000;64556
PLZL;D;20181108;0;4250.0000000;4260.0000000;4195.5000000;4260.0000000;48687
PLZL;D;20181109;0;4230.0000000;4356.0000000;4219.0000000;4356.0000000;39072
PLZL;D;20181112;0;4337.0000000;4370.0000000;4314.0000000;4330.0000000;28781
PLZL;D;20181113;0;4329.0000000;4370.0000000;4283.0000000;4323.5000000;26495
PLZL;D;20181114;0;4340.0000000;4409.5000000;4304.5000000;4400.0000000;42270
PLZL;D;20181115;0;4400.0000000;4430.0000000;4329.5000000;4329.5000000;46707
PLZL;D;20181116;0;4333.5000000;4377.5000000;4295.0000000;4295.0000000;26698
PLZL;D;20181119;0;4322.5000000;4485.0000000;4307.0000000;4480.0000000;54480
PLZL;D;20181120;0;4454.0000000;4478.5000000;4377.0000000;4450.0000000;36085
PLZL;D;20181121;0;4401.0000000;4589.0000000;4386.0000000;4550.0000000;77786
PLZL;D;20181122;0;4559.0000000;4777.0000000;4519.0000000;4689.0000000;96979
PLZL;D;20181123;0;4651.5000000;4749.0000000;4555.0000000;4732.0000000;42561
PLZL;D;20181126;0;4690.5000000;4777.0000000;4451.5000000;4752.0000000;71588
PLZL;D;20181127;0;4709.0000000;4771.5000000;4675.0000000;4700.0000000;64891
PLZL;D;20181128;0;4661.0000000;4744.0000000;4630.0000000;4688.5000000;42355
PLZL;D;20181129;0;4688.0000000;4738.5000000;4665.5000000;4704.0000000;39677
PLZL;D;20181130;0;4703.0000000;4827.5000000;4691.5000000;4827.5000000;95903
PLZL;D;20181203;0;4820.0000000;4875.0000000;4660.0000000;4695.5000000;84411
PLZL;D;20181204;0;4705.0000000;4750.0000000;4680.5000000;4715.0000000;46095
PLZL;D;20181205;0;4702.0000000;4788.5000000;4690.0000000;4780.0000000;37808
PLZL;D;20181206;0;4760.0000000;4810.0000000;4715.0000000;4775.0000000;22682
PLZL;D;20181207;0;4765.0000000;4868.0000000;4753.5000000;4847.5000000;42177
PLZL;D;20181210;0;4849.5000000;5025.0000000;4834.5000000;5024.5000000;84799
PLZL;D;20181211;0;5025.0000000;5047.5000000;4825.5000000;4873.5000000;76868
PLZL;D;20181212;0;4844.0000000;4934.5000000;4770.0000000;4878.0000000;25328
PLZL;D;20181213;0;4900.5000000;5044.5000000;4875.0000000;4999.0000000;51222
PLZL;D;20181214;0;5000.0000000;5070.0000000;4922.5000000;4991.5000000;49771
PLZL;D;20181217;0;4995.0000000;5045.5000000;4945.0000000;5024.5000000;26276
PLZL;D;20181218;0;5005.5000000;5088.0000000;4875.0000000;5053.0000000;58485
PLZL;D;20181219;0;5048.5000000;5213.5000000;5048.5000000;5175.5000000;78849
PLZL;D;20181220;0;5178.5000000;5275.0000000;4980.5000000;5167.0000000;115866
PLZL;D;20181221;0;5167.0000000;5300.0000000;5142.0000000;5300.0000000;111080
PLZL;D;20181224;0;5294.5000000;5399.0000000;5256.0000000;5300.0000000;35211
PLZL;D;20181225;0;5332.0000000;5374.5000000;5209.0000000;5219.0000000;16219
PLZL;D;20181226;0;5276.0000000;5276.0000000;5122.5000000;5200.0000000;20940
PLZL;D;20181227;0;5228.5000000;5380.0000000;5144.0000000;5298.5000000;50136
PLZL;D;20181228;0;5345.0000000;5410.5000000;5310.5000000;5392.0000000;34460
PLZL;D;20181229;0;5399.5000000;5399.5000000;5351.0000000;5399.0000000;3525
PLZL;D;20190103;0;5400.0000000;5468.0000000;5281.0000000;5299.5000000;27748
PLZL;D;20190104;0;5317.0000000;5349.0000000;5250.0000000;5286.5000000;34363
PLZL;D;20190108;0;5260.0000000;5260.0000000;5060.0000000;5134.5000000;45991
PLZL;D;20190109;0;5121.5000000;5275.0000000;5121.5000000;5275.0000000;38259
PLZL;D;20190110;0;5267.0000000;5414.0000000;5243.5000000;5414.0000000;61666
PLZL;D;20190111;0;5412.0000000;5416.0000000;5325.0000000;5416.0000000;49176
PLZL;D;20190114;0;5364.5000000;5412.5000000;5340.0000000;5372.5000000;40919
PLZL;D;20190115;0;5387.0000000;5409.0000000;5365.0000000;5365.0000000;27730
PLZL;D;20190116;0;5351.0000000;5395.5000000;5290.0000000;5339.5000000;44189
PLZL;D;20190117;0;5371.5000000;5442.0000000;5314.5000000;5400.0000000;40777
PLZL;D;20190118;0;5380.0000000;5407.0000000;5340.0000000;5370.0000000;38248
PLZL;D;20190121;0;5345.0000000;5391.0000000;5324.0000000;5330.0000000;21162
PLZL;D;20190122;0;5344.0000000;5398.0000000;5317.0000000;5398.0000000;44037
PLZL;D;20190123;0;5405.0000000;5437.5000000;5365.0000000;5400.0000000;32541
PLZL;D;20190124;0;5404.0000000;5412.0000000;5327.0000000;5359.0000000;49776
PLZL;D;20190125;0;5376.0000000;5395.0000000;5330.0000000;5390.0000000;40457
PLZL;D;20190128;0;5400.0000000;5409.0000000;5321.0000000;5371.5000000;28524
PLZL;D;20190129;0;5359.5000000;5600.0000000;5348.0000000;5550.0000000;52479
PLZL;D;20190130;0;5536.0000000;5574.5000000;5460.5000000;5548.0000000;44767
PLZL;D;20190131;0;5569.5000000;5678.0000000;5482.0000000;5494.0000000;66667
PLZL;D;20190201;0;5529.5000000;5529.5000000;5465.5000000;5521.5000000;45824
PLZL;D;20190204;0;5501.0000000;5532.0000000;5470.0000000;5490.5000000;20201
PLZL;D;20190205;0;5495.5000000;5526.5000000;5477.0000000;5526.5000000;25171
PLZL;D;20190206;0;5525.0000000;5555.0000000;5468.5000000;5530.0000000;46243
PLZL;D;20190207;0;5508.5000000;5527.5000000;5464.5000000;5475.5000000;36879
PLZL;D;20190208;0;5486.0000000;5522.5000000;5380.5000000;5440.0000000;49456
PLZL;D;20190211;0;5424.5000000;5468.0000000;5297.5000000;5300.0000000;54500
PLZL;D;20190212;0;5319.5000000;5370.0000000;5278.5000000;5300.0000000;52127
PLZL;D;20190213;0;5305.0000000;5325.0000000;5213.5000000;5213.5000000;61082
PLZL;D;20190214;0;5202.5000000;5359.0000000;5148.0000000;5320.0000000;65423
PLZL;D;20190215;0;5352.0000000;5403.5000000;5327.5000000;5344.5000000;66209
PLZL;D;20190218;0;5340.5000000;5449.5000000;5300.0000000;5430.5000000;99941
PLZL;D;20190219;0;5430.5000000;5488.0000000;5400.0000000;5445.0000000;49038
PLZL;D;20190220;0;5460.0000000;5478.0000000;5405.5000000;5445.0000000;62047
PLZL;D;20190221;0;5459.0000000;5459.5000000;5327.0000000;5370.0000000;85604
PLZL;D;20190222;0;5369.5000000;5398.0000000;5297.5000000;5360.0000000;57742
PLZL;D;20190225;0;5340.5000000;5376.5000000;5319.0000000;5373.0000000;25198
PLZL;D;20190226;0;5360.0000000;5489.0000000;5334.0000000;5445.0000000;202869
PLZL;D;20190227;0;5450.0000000;5494.0000000;5410.5000000;5450.0000000;106649
PLZL;D;20190228;0;5409.0000000;5470.0000000;5342.0000000;5470.0000000;92871
PLZL;D;20190301;0;5460.0000000;5460.0000000;5350.0000000;5350.5000000;48225
PLZL;D;20190304;0;5362.0000000;5372.0000000;5092.0000000;5092.0000000;72327
PLZL;D;20190305;0;5092.5000000;5184.0000000;5020.0000000;5139.5000000;68805
PLZL;D;20190306;0;5140.0000000;5296.5000000;5139.5000000;5205.5000000;53352
PLZL;D;20190307;0;5206.0000000;5256.0000000;5128.0000000;5200.0000000;33206
PLZL;D;20190311;0;5229.5000000;5282.5000000;5176.5000000;5235.0000000;76309
PLZL;D;20190312;0;5237.5000000;5325.0000000;5220.5000000;5325.0000000;65093
PLZL;D;20190313;0;5320.0000000;5445.0000000;5292.0000000;5444.5000000;121295
PLZL;D;20190314;0;5426.5000000;5482.0000000;5420.0000000;5468.0000000;70557
PLZL;D;20190315;0;5480.0000000;5490.0000000;5343.5000000;5343.5000000;201290
PLZL;D;20190318;0;5399.5000000;5589.0000000;5390.0000000;5460.5000000;79845
PLZL;D;20190319;0;5492.0000000;5496.0000000;5433.0000000;5493.0000000;34885
PLZL;D;20190320;0;5494.0000000;5499.5000000;5310.5000000;5342.0000000;139040
PLZL;D;20190321;0;5364.0000000;5485.0000000;5360.0000000;5394.0000000;68337
PLZL;D;20190322;0;5400.0000000;5420.0000000;5372.0000000;5393.5000000;35964
PLZL;D;20190325;0;5396.0000000;5396.0000000;5257.5000000;5260.0000000;42301
PLZL;D;20190326;0;5260.0000000;5434.0000000;5249.5000000;5434.0000000;96336
PLZL;D;20190327;0;5413.5000000;5433.5000000;5379.5000000;5410.0000000;49566
PLZL;D;20190328;0;5420.0000000;5439.5000000;5375.0000000;5416.5000000;29431
PLZL;D;20190329;0;5410.5000000;5439.5000000;5357.0000000;5437.0000000;37531
PLZL;D;20190401;0;5417.5000000;5460.0000000;5400.0000000;5421.5000000;24659
PLZL;D;20190402;0;5442.0000000;5485.0000000;5405.0000000;5480.0000000;16347
PLZL;D;20190403;0;5459.5000000;5469.5000000;5206.0000000;5320.0000000;376906
PLZL;D;20190404;0;5231.5000000;5257.0000000;5081.5000000;5100.0000000;757481
PLZL;D;20190405;0;5139.5000000;5153.5000000;5093.5000000;5096.0000000;131502
PLZL;D;20190408;0;5130.0000000;5153.5000000;5111.0000000;5141.0000000;413571
PLZL;D;20190409;0;5154.0000000;5175.0000000;5062.0000000;5092.0000000;148855
PLZL;D;20190410;0;5070.0000000;5091.0000000;4972.0000000;4990.0000000;207864
PLZL;D;20190411;0;4995.0000000;5013.5000000;4902.5000000;4930.0000000;122090
PLZL;D;20190412;0;4930.0000000;4986.0000000;4915.0000000;4950.0000000;55689
PLZL;D;20190415;0;4941.0000000;4947.5000000;4835.0000000;4835.0000000;131081
PLZL;D;20190416;0;4860.0000000;4954.0000000;4841.0000000;4922.0000000;153597
PLZL;D;20190417;0;4952.0000000;4982.0000000;4927.0000000;4950.0000000;73855
PLZL;D;20190418;0;4940.0000000;4982.0000000;4930.5000000;4982.0000000;75529
PLZL;D;20190419;0;4981.5000000;5019.0000000;4967.5000000;5000.0000000;19717
PLZL;D;20190422;0;5014.5000000;5055.0000000;4982.5000000;5049.0000000;39942
PLZL;D;20190423;0;5049.0000000;5060.5000000;4901.0000000;4905.0000000;90647
PLZL;D;20190424;0;4910.0000000;4970.0000000;4900.0000000;4965.0000000;78912
PLZL;D;20190425;0;4960.0000000;4983.0000000;4940.0000000;4957.0000000;52444
PLZL;D;20190426;0;4960.5000000;5073.5000000;4944.5000000;5060.0000000;78354
PLZL;D;20190429;0;5057.0000000;5084.0000000;5031.5000000;5052.5000000;42475
PLZL;D;20190430;0;5051.0000000;5094.0000000;5037.5000000;5037.5000000;48878
PLZL;D;20190502;0;5035.0000000;5060.5000000;4984.0000000;5040.0000000;16898
PLZL;D;20190503;0;5034.0000000;5085.0000000;5013.5000000;5050.0000000;28384
PLZL;D;20190506;0;5050.0000000;5095.0000000;5006.5000000;5055.0000000;33558
PLZL;D;20190507;0;5074.0000000;5085.5000000;5021.0000000;5033.0000000;40127
PLZL;D;20190508;0;5041.5000000;5068.5000000;5019.0000000;5019.0000000;46222
PLZL;D;20190510;0;5047.5000000;5057.0000000;4981.5000000;4990.0000000;33208
PLZL;D;20190513;0;5013.0000000;5050.0000000;5001.0000000;5001.0000000;67239
PLZL;D;20190514;0;5042.5000000;5044.0000000;5004.0000000;5018.0000000;121629
PLZL;D;20190515;0;4973.0000000;4973.0000000;4908.0000000;4950.0000000;71665
PLZL;D;20190516;0;4960.0000000;4976.0000000;4924.5000000;4930.0000000;45455
PLZL;D;20190517;0;4928.5000000;4940.0000000;4844.0000000;4844.5000000;78835
PLZL;D;20190520;0;4860.0000000;4874.0000000;4760.0000000;4773.0000000;66953
PLZL;D;20190521;0;4795.0000000;4862.0000000;4794.0000000;4833.0000000;47254
PLZL;D;20190522;0;4856.5000000;4915.5000000;4823.5000000;4906.0000000;48644
PLZL;D;20190523;0;4895.0000000;4972.0000000;4891.0000000;4972.0000000;85708
PLZL;D;20190524;0;4975.0000000;5001.5000000;4943.0000000;4985.0000000;55232
PLZL;D;20190527;0;4987.5000000;4995.0000000;4941.5000000;4985.5000000;15987
PLZL;D;20190528;0;4985.0000000;5010.0000000;4956.0000000;4970.0000000;185250
PLZL;D;20190529;0;4969.0000000;5053.0000000;4963.5000000;5053.0000000;94496
PLZL;D;20190530;0;5067.0000000;5083.0000000;5036.5000000;5075.0000000;58246
